1286	8
1286	73
1286	131
1286	942
1286	382
1286	1128
1286	343
1286	872
1286	296
1286	396
1286	375
1286	309
1286	286
1286	957
1286	204
1286	161
1286	196
1286	865
1286	929
1286	892
1286	598
1286	23
1286	903
1286	1096
1286	1120
429	973
429	335
429	193
429	916
429	379
429	388
429	706
429	30
429	487
429	667
429	951
429	1236
429	552
429	791
429	360
429	851
429	1235
429	274
141	1129
141	339
141	1118
141	846
141	414
141	977
141	998
141	546
141	509
141	443
141	742
141	766
769	691
769	1187
769	1054
769	122
769	987
769	1006
769	1005
769	1218
769	237
1235	973
1235	335
1235	193
1235	916
1235	379
1235	388
1235	706
1235	30
1235	487
1235	667
1235	951
1235	1236
1235	552
1235	791
1235	360
1235	851
1235	274
1268	325
1268	1230
965	101
965	563
965	1272
1236	973
1236	193
1236	388
1236	706
1236	30
1236	487
1236	667
1236	951
1236	552
1236	791
1236	360
1236	851
958	1219
958	604
958	351
958	504
958	926
958	696
958	290
958	175
958	1237
414	1129
414	339
414	1118
414	846
414	977
414	998
414	509
414	443
414	742
414	766
783	90
783	1082
783	641
1015	866
204	8
204	382
204	1128
204	343
204	375
204	286
204	957
204	196
204	1096
764	1262
839	1122
1218	691
1218	1187
1218	1054
1218	122
1218	987
1218	1006
1218	1005
1218	237
578	593
578	1115
578	3
578	1117
578	159
636	501
721	149
721	893
721	21
721	611
721	775
721	777
721	130
721	77
721	353
1258	897
518	853
518	949
518	1214
518	179
142	975
149	893
149	21
149	611
149	775
149	777
149	130
149	77
149	353
101	460
664	209
664	912
664	53
664	911
664	1182
664	539
664	626
664	126
664	239
664	682
664	1250
664	1012
664	586
664	567
664	668
664	315
664	754
664	118
664	117
664	1034
664	939
664	712
664	416
664	252
664	1265
664	452
664	553
664	506
664	207
664	1143
664	478
664	601
664	1148
664	560
664	363
664	51
664	7
664	241
664	1123
664	1199
664	829
664	288
664	1075
664	441
664	697
664	466
664	981
664	215
1116	1062
768	789
768	479
1128	8
1128	73
1128	131
1128	942
1128	382
1128	343
1128	872
1128	296
1128	396
1128	375
1128	309
1128	286
1128	957
1128	161
1128	196
1128	865
1128	929
1128	892
1128	598
1128	23
1128	903
1128	1096
1128	1120
205	1253
205	576
205	1136
205	679
205	752
205	463
205	48
205	354
205	1280
205	1109
205	657
205	50
205	837
205	1160
205	972
1250	209
1250	53
1250	1182
1250	539
1250	626
1250	126
1250	239
1250	682
1250	1012
1250	668
1250	315
1250	754
1250	118
1250	1034
1250	712
1250	416
1250	252
1250	452
1250	207
1250	1143
1250	478
1250	601
1250	560
1250	51
1250	241
1250	1199
1250	829
1250	1075
1250	441
1250	697
1250	466
1250	215
606	940
606	15
606	1002
606	1026
606	572
606	831
606	502
606	489
606	541
606	730
606	12
606	966
893	21
893	611
893	775
893	777
893	130
893	77
893	353
465	531
465	190
8	73
8	131
8	942
8	382
8	343
8	872
8	296
8	396
8	375
8	309
8	286
8	957
8	161
8	196
8	865
8	929
8	892
8	598
8	23
8	903
8	1096
8	1120
8	384
8	188
8	635
907	152
907	655
907	528
907	945
907	1264
907	515
907	143
907	108
1052	27
1052	758
1052	459
1052	98
1052	1036
108	152
108	655
108	219
108	1283
108	528
108	741
108	945
108	1264
108	362
108	515
108	143
712	209
712	912
712	53
712	911
712	1182
712	539
712	626
712	126
712	239
712	682
712	1012
712	586
712	567
712	668
712	315
712	754
712	118
712	117
712	1034
712	939
712	1265
712	452
712	553
712	506
712	207
712	1143
712	478
712	601
712	1148
712	560
712	363
712	51
712	7
712	241
712	1123
712	1199
712	288
712	1075
712	441
712	466
712	981
712	215
681	1008
681	22
681	959
681	97
681	316
681	778
681	468
681	701
681	1277
681	392
681	690
681	136
681	574
681	168
469	1076
469	627
469	491
469	1276
469	1000
1214	853
1214	949
1214	179
1240	37
1283	152
1283	655
1283	528
1283	945
1283	1264
1283	515
1283	143
564	244
564	303
564	670
563	460
480	919
480	1058
480	255
480	433
480	1289
480	815
480	901
480	85
1175	1107
1175	761
1175	1211
1175	571
1175	993
1175	910
1175	314
232	780
232	983
232	967
232	1035
232	113
232	154
1069	4
1069	510
1069	868
1069	1144
161	382
161	343
161	375
161	286
161	957
161	196
161	1096
987	691
987	1187
987	1054
987	122
987	1006
987	1005
987	237
1255	447
1255	283
1255	654
1255	199
1255	120
1255	612
1255	931
909	415
1269	1222
1269	1156
1269	1203
1269	992
1269	402
1269	234
1269	794
255	919
255	1058
255	433
255	1289
255	815
255	901
255	85
496	1208
612	447
612	283
612	654
612	199
612	120
612	931
502	940
502	15
502	1002
502	1026
502	572
502	831
502	489
502	541
502	730
502	12
502	966
283	447
283	654
283	199
283	120
283	931
874	383
1096	73
1096	131
1096	942
1096	382
1096	343
1096	872
1096	296
1096	396
1096	375
1096	309
1096	286
1096	957
1096	196
1096	865
1096	929
1096	892
1096	598
1096	23
1096	903
1096	1120
391	948
391	1284
391	834
391	259
391	520
391	673
571	1107
571	761
571	722
571	591
571	1211
571	523
571	1133
571	660
571	104
571	35
571	993
571	1084
571	910
571	1192
571	314
1076	565
1076	627
1076	491
1076	1077
1076	602
1076	397
1076	1276
1076	1000
627	565
627	491
627	1077
627	602
627	397
627	1276
627	1000
565	491
565	1276
565	1000
832	158
832	820
832	913
832	410
832	748
832	337
832	236
832	129
66	614
396	382
396	343
396	375
396	286
396	957
396	196
379	973
379	193
379	388
379	706
379	30
379	487
379	667
379	951
379	552
379	791
379	360
379	851
375	73
375	131
375	942
375	382
375	343
375	872
375	296
375	309
375	286
375	957
375	196
375	865
375	929
375	892
375	598
375	23
375	903
375	1120
766	1129
766	339
766	1118
766	846
766	977
766	998
766	546
766	509
766	443
766	742
531	190
44	398
1082	633
1082	90
1082	641
635	384
635	188
872	382
872	343
872	286
872	957
872	196
286	73
286	131
286	942
286	382
286	343
286	296
286	309
286	957
286	196
286	865
286	929
286	892
286	598
286	23
286	903
286	1120
441	209
441	912
441	53
441	911
441	1182
441	539
441	626
441	126
441	682
441	1012
441	586
441	567
441	668
441	315
441	118
441	117
441	1034
441	939
441	416
441	252
441	1265
441	452
441	553
441	506
441	1143
441	478
441	601
441	1148
441	560
441	363
441	51
441	7
441	241
441	1123
441	1199
441	829
441	288
441	1075
441	697
441	466
441	981
441	215
447	654
447	199
447	120
447	931
641	90
335	973
335	193
335	388
335	706
335	30
335	487
335	667
335	951
335	552
335	791
335	360
335	851
388	193
388	916
388	706
388	30
388	487
388	667
388	951
388	552
388	791
388	360
388	274
993	1107
993	761
993	722
993	591
993	1211
993	523
993	1133
993	660
993	104
993	35
993	1084
993	910
993	1192
993	314
957	73
957	131
957	942
957	382
957	343
957	296
957	309
957	196
957	865
957	929
957	892
957	598
957	23
957	903
957	1120
916	973
916	193
916	706
916	30
916	487
916	667
916	951
916	552
916	791
916	360
916	851
661	795
661	711
397	491
397	1276
397	1000
196	73
196	131
196	942
196	382
196	343
196	296
196	309
196	865
196	929
196	892
196	598
196	23
196	903
196	1120
17	486
17	87
233	953
233	1042
233	867
233	751
948	1284
948	834
948	259
948	520
948	673
513	678
325	1230
706	973
706	193
706	30
706	487
706	667
706	951
706	552
706	791
706	360
706	851
706	274
382	73
382	131
382	942
382	343
382	296
382	309
382	865
382	929
382	892
382	598
382	23
382	903
382	1120
20	467
865	343
611	21
611	775
611	777
611	130
611	77
611	353
759	428
